order_id,customer_id,order_date,order_amount
151,389,2024-12-25,306.14
152,449,2024-11-15,474.07
153,375,2024-04-27,54.14
154,168,2024-11-20,217.42
155,268,2024-03-18,368.27
156,1,2024-05-03,39.9
157,185,2024-09-05,112.71
158,193,2024-04-11,393.0
159,440,2024-11-10,434.22
160,261,2024-11-27,182.76
161,331,2024-07-10,210.75
162,368,2024-07-26,158.79
163,33,2024-03-22,294.2
164,95,2024-07-08,444.4
165,38,2024-12-25,140.09
166,363,2024-12-23,352.72
167,89,2024-08-26,66.56
168,423,2024-03-06,204.45
169,224,2024-08-22,255.27
170,357,2024-07-27,332.51
171,49,2024-06-18,433.3
172,401,2024-05-07,450.33
173,254,2024-07-21,486.14
174,39,2024-12-19,33.07
175,356,2024-07-28,218.87
176,459,2024-03-15,103.77
177,119,2024-08-20,289.3
178,1,2024-10-24,245.99
179,443,2024-05-28,132.42
180,309,2024-12-08,175.12
181,60,2024-11-10,45.0
182,136,2024-03-23,51.95
183,205,2024-07-30,408.43
184,473,2024-12-26,327.25
185,202,2024-04-29,225.95
186,257,2024-12-25,471.41
187,377,2024-04-14,128.1
188,335,2024-08-03,200.23
189,477,2025-01-30,82.59
190,471,2024-10-10,457.8
191,91,2024-12-06,209.61
192,57,2024-02-23,375.25
193,110,2024-04-26,305.5
194,191,2024-04-30,110.13
195,398,2024-02-10,486.69
196,362,2024-06-17,86.19
197,8,2024-05-06,347.77
198,61,2024-08-02,22.18
199,374,2024-12-01,443.25
200,428,2024-08-04,439.53
201,255,2024-06-28,315.17
202,390,2024-04-24,28.07
203,253,2024-07-01,223.64
204,431,2024-06-06,312.31
205,146,2024-09-01,137.52
206,240,2025-02-03,112.98
207,491,2025-01-13,389.23
208,375,2024-02-21,232.75
209,278,2024-12-21,66.41
210,87,2024-09-21,90.81
211,74,2024-03-20,62.27
212,337,2025-01-06,205.05
213,387,2024-03-23,471.85
214,22,2024-08-16,367.1
215,143,2024-10-19,382.29
216,281,2024-03-03,164.24
217,53,2024-07-21,481.81
218,14,2024-12-13,456.22
219,197,2024-05-16,358.24
220,176,2024-03-27,312.19
221,491,2024-09-28,38.42
222,13,2024-04-22,204.0
223,58,2024-08-22,247.84
224,147,2024-04-11,258.39
225,348,2025-01-11,256.28
226,196,2024-12-28,228.33
227,264,2024-06-22,66.77
228,500,2024-04-12,339.96
229,49,2025-01-28,225.4
230,215,2025-01-13,187.67
231,353,2024-04-23,443.63
232,446,2024-06-09,31.35
233,291,2024-11-03,232.27
234,51,2024-05-15,305.06
235,464,2024-06-21,444.61
236,377,2024-04-17,427.47
237,90,2024-05-19,358.93
238,127,2024-11-22,118.54
239,494,2025-01-26,438.6
240,183,2024-10-21,272.66
241,262,2024-02-20,362.71
242,178,2024-02-19,221.41
243,75,2024-09-25,269.72
244,14,2024-03-26,220.13
245,493,2024-04-22,385.02
246,378,2024-11-23,482.21
247,270,2025-01-19,222.74
248,154,2024-03-15,133.69
249,468,2024-06-23,237.17
250,365,2024-06-18,207.96
251,188,2024-05-06,246.07
252,292,2024-05-11,324.98
253,449,2024-06-12,470.19
254,343,2024-12-31,67.24
255,118,2024-04-14,472.86
256,323,2024-06-14,376.39
257,326,2024-05-30,291.19
258,177,2024-10-07,246.34
259,125,2024-02-21,51.66
260,256,2024-05-14,458.82
261,368,2024-10-21,315.26
262,368,2024-10-25,255.55
263,374,2024-08-26,498.09
264,486,2024-08-02,335.34
265,329,2024-12-14,424.73
266,418,2024-10-22,159.29
267,212,2024-05-23,427.4
268,249,2024-03-09,348.77
269,446,2024-07-24,107.18
270,3,2024-07-01,115.19
271,252,2024-02-22,301.53
272,420,2024-04-06,136.51
273,297,2024-04-26,79.88
274,263,2024-02-24,308.78
275,261,2024-08-19,146.29
276,250,2024-06-23,10.82
277,4,2024-09-06,148.49
278,3,2024-07-10,92.65
279,98,2024-08-02,196.27
280,448,2024-05-02,226.3
281,138,2024-11-24,168.77
282,482,2024-07-08,421.83
283,70,2025-01-06,45.64
284,78,2024-07-08,268.17
285,489,2024-07-13,352.28
286,2,2024-02-07,127.16
287,194,2024-12-30,192.54
288,238,2024-08-12,227.29
289,387,2024-06-17,423.53
290,425,2024-02-06,256.67
291,417,2024-07-08,242.66
292,185,2024-06-22,372.09
293,99,2024-02-28,444.3
294,300,2024-08-30,461.01
295,182,2025-02-03,454.45
296,228,2024-04-03,270.68
297,185,2024-04-24,378.6
298,61,2024-12-26,136.19
299,158,2024-12-16,81.9
300,166,2024-12-20,266.31
301,328,2024-06-05,374.27
302,67,2024-08-20,341.79
303,368,2024-09-12,95.68
304,235,2024-10-20,473.7
305,177,2024-03-08,302.81
306,14,2024-05-21,226.52
307,167,2025-01-28,457.64
308,187,2024-05-19,466.42
309,64,2024-05-21,224.44
310,433,2025-01-11,472.01
311,355,2024-12-16,160.94
312,185,2025-01-31,375.63
313,223,2024-12-30,241.52
314,107,2024-04-21,19.93
315,359,2024-10-21,194.71
316,311,2024-08-06,457.2
317,162,2024-05-04,434.02
318,345,2024-05-20,376.9
319,35,2024-03-09,472.84
320,379,2024-06-09,34.83
321,140,2024-04-26,350.96
322,426,2024-05-06,450.64
323,496,2024-04-25,276.72
324,71,2024-10-22,294.01
325,484,2024-09-12,14.84
326,65,2024-09-10,457.13
327,200,2025-02-03,93.09
328,75,2024-08-25,452.05
329,445,2024-10-21,175.88
330,296,2024-04-25,13.22
331,389,2024-02-18,18.5
332,304,2024-05-02,171.4
333,319,2024-02-29,199.1
334,298,2024-06-01,137.05
335,283,2024-07-08,136.1
336,75,2024-02-20,112.33
337,314,2024-09-21,169.37
338,441,2024-05-09,469.46
339,342,2024-04-21,484.01
340,363,2024-03-21,88.93
341,235,2024-10-01,402.31
342,477,2024-03-29,384.53
343,383,2024-03-19,105.16
344,91,2024-09-13,465.46
345,402,2024-06-16,154.32
346,107,2024-07-07,78.81
347,405,2025-02-05,250.57
348,376,2024-02-27,352.89
349,92,2024-10-03,409.95
350,349,2024-08-12,346.34
351,180,2024-06-25,342.66
352,98,2024-05-11,151..33
353,33,2025-01-27,259.29
354,411,2024-11-21,433.41
355,246,2024-10-26,218.85
356,38,2024-11-17,262.11
357,59,2024-06-03,486.8
358,296,2024-07-11,254.46
359,411,2024-06-24,187.62
360,219,2024-11-27,41.73
361,280,2024-05-08,33.78
362,227,2024-07-07,133.25
363,407,2024-06-27,283.48
364,96,2024-07-21,158.72
365,108,2024-10-31,226.32
366,126,2024-06-20,301.67
367,449,2024-06-06,57.72
368,387,2024-08-15,82.16
369,122,2024-08-11,353.05
370,226,2024-07-26,323.89
371,216,2024-02-22,392.2
372,78,2024-09-24,235.16
373,259,2024-04-26,23.59
374,398,2024-09-18,227.82
375,124,2024-06-27,201.4
376,70,2025-01-18,34.32
377,195,2024-11-17,225.33
378,255,2024-10-24,482.71
379,22,2024-06-16,266.9
380,263,2024-08-03,382.64
381,47,2024-10-27,135.42
382,56,2024-02-13,181.2
383,317,2024-10-22,189.69
384,465,2024-06-24,86.92
385,230,2024-04-18,212.92
386,154,2024-02-28,426..21
387,175,2024-10-05,25.88
388,330,2024-04-19,321.92
389,159,2024-10-17,156.59
390,118,2024-12-27,418.93
391,145,2024-09-08,244.63
392,431,2024-07-02,12.27
393,65,2024-02-28,171.07
394,472,2024-02-17,124.61
395,148,2024-05-04,389.02
396,289,2024-08-14,237.43
397,224,2024-02-29,191.83
398,388,2024-12-04,148.91
399,150,2024-03-02,228.77
400,343,2024-09-10,451.22
401,413,2024-04-05,74.11
402,330,2024-12-26,120.24
403,113,2025-01-15,56.59
404,476,2024-10-30,236.59
405,230,2024-07-01,290.1
406,311,2024-10-01,402.16
407,86,2024-04-04,425.53
408,127,2024-03-26,218.72
409,439,2024-12-16,143.89
410,130,2024-12-16,334.98
411,417,2024-03-28,348.22
412,101,2024-12-28,56.98
413,99,2024-02-26,352.74
414,177,2024-10-09,176.28
415,100,2024-11-01,276.53
416,463,2024-03-01,405.75
417,14,2024-11-13,440.23
418,283,2024-06-06,67.98
419,233,2025-01-04,107.73
420,278,2024-05-24,272.33
421,257,2024-11-10,393.91
422,477,2024-12-04,274.23
423,219,2024-10-21,375.82
424,270,2025-01-13,320.41
425,180,2024-08-20,256.28
426,73,2024-09-23,352.75
427,161,2024-03-22,407.25
428,224,2024-02-27,491.34
429,375,2025-01-12,129.64
430,230,2024-12-20,27.51
431,189,2024-06-02,208.46
432,13,2024-02-19,271.41
433,477,2024-12-23,436.86
434,368,2024-10-08,284.43
435,166,2024-11-15,314.01
436,250,2024-04-25,88.53
437,455,2024-12-14,424.32
438,340,2024-04-19,155.28
439,344,2024-05-07,204.16
440,135,2024-08-08,434.91
441,362,2024-06-02,395.32
442,359,2024-02-29,13.76
443,194,2024-12-11,252.5
444,133,2024-12-02,479.52
445,231,2024-07-15,409.11
446,239,2024-12-10,67.96
447,366,2025-01-29,162.58
448,438,2024-02-25,132.38
449,80,2024-07-07,497.83
450,151,2024-05-30,258.54
451,472,2025-01-20,389.07
452,293,2025-01-31,64.8
453,476,2024-08-31,83.19
454,146,2025-01-18,148.71
455,372,2025-01-23,439.03
456,317,2024-06-08,454.07
457,413,2024-05-21,251.94
458,70,2025-01-23,324.02
459,50,2024-11-30,424.03
460,433,2024-03-31,367.79
461,238,2024-05-12,260.15
462,214,2024-12-01,338.53
463,431,2024-03-17,311.59
464,336,2024-08-10,101.58
465,472,2024-05-18,346.99
466,22,2024-03-17,329.59
467,136,2024-11-30,19.17
468,178,2024-05-01,472.55
469,329,2024-09-18,398.35
470,376,2024-02-16,373.82
471,344,2024-04-03,301.32
472,244,2024-06-17,35.62
473,99,2025-01-05,253.71
474,78,2024-09-17,116.19
475,116,2025-01-28,395.59
476,303,2024-02-18,104.7
477,435,2025-01-02,117.63
478,129,2024-04-11,371.71
479,392,2024-04-19,229.26
480,338,2024-02-26,86.15
481,413,2024-11-02,144.84
482,414,2024-02-24,182.94
483,68,2025-01-17,90.62
484,461,2024-05-17,183.39
485,331,2024-12-22,122.33
486,306,2024-10-07,316.57
487,383,2024-08-16,342.29
488,50,2024-02-22,90.44
489,309,2024-02-09,53.99
490,22,2024-10-12,148.95
491,21,2024-10-11,19.36
492,145,2024-04-06,74.91
493,305,2024-10-30,179.3
494,159,2024-04-23,154.01
495,4,2024-07-26,188.38
496,465,2024-03-08,260.21
497,382,2024-04-19,148.22
498,74,2024-10-26,463.58
499,373,2024-04-21,192.32
500,100,2024-09-22,192.14
501,341,2025-01-26,104.35
502,498,2024-05-11,420.42
503,249,2024-06-27,334.89
504,404,2024-07-31,150.49
505,284,2024-02-14,163.74
506,244,2024-06-02,413.0
507,464,2024-05-11,44.14
508,424,2024-09-11,204.82
509,115,2024-10-16,43.87
510,78,2024-11-26,107.02
511,388,2024-03-07,288.14
512,482,2024-09-12,101.99
513,293,2025-01-19,484.02
514,168,2024-09-25,133.26
515,409,2024-12-07,53.45
516,5,2024-02-17,309.69
517,97,2025-01-19,437.49
518,359,2024-02-11,107.62
519,187,2024-10-10,55.72
520,219,2025-01-14,88.78
521,241,2024-11-20,328.36
522,171,2024-05-16,248.2
523,199,2025-01-14,223.65
524,209,2024-07-04,117.37
525,491,2024-03-03,175.2
526,475,2024-09-12,452.28
527,229,2024-08-17,211.49
528,443,2024-10-17,37.87
529,66,2024-10-10,429.34
530,452,2024-07-09,433.69
531,273,2024-10-17,256.51
532,285,2024-03-08,394.74
533,278,2024-06-27,373.3
534,375,2024-04-01,453.53
535,391,2024-09-23,332.56
536,240,2024-11-10,243.83
537,98,2024-05-29,53.04
538,493,2024-07-21,476.67
539,485,2025-01-12,335.76
540,360,2024-11-12,481.63
541,308,2024-02-22,445.03
542,86,2024-07-18,133.99
543,29,2024-12-27,324.1
544,33,2024-10-28,338.1
545,79,2024-04-21,310.05
546,291,2024-04-20,409.98
547,380,2024-11-09,170.34
548,126,2024-11-13,418.08
549,147,2024-12-22,90.64
550,386,2024-03-28,366.43
551,327,2024-10-24,289.64
552,7,2024-06-15,319.97
553,496,2024-02-18,448.97
554,107,2024-08-12,243.11
555,218,2024-05-17,36.19
556,453,2025-01-03,249.85
557,132,2024-02-08,89.93
558,306,2024-09-10,218.4
559,54,2024-05-05,441..5
560,12,2024-04-02,158.6
561,392,2024-02-08,216.02
562,45,2024-02-12,74.76
563,142,2024-08-21,57.64
564,146,2024-03-24,24.16
565,99,2024-02-10,120.74
566,488,2024-11-07,122.76
567,295,2024-02-10,67.8
568,75,2024-11-02,126.41
569,105,2024-12-15,159.48
570,136,2024-10-28,117.9
571,68,2024-04-27,276.8
572,431,2024-07-12,400.86
573,286,2024-09-25,51.0
574,141,2024-04-07,419.53
575,299,2024-07-15,155.17
576,461,2024-12-10,151.16
577,40,2024-02-28,448.81
578,140,2024-02-29,430.31
579,54,2024-07-12,173.2
580,434,2024-04-17,414.97
581,217,2024-06-04,366.76
582,382,2024-08-14,132.43
583,397,2024-09-16,433.02
584,477,2024-07-15,460.34
585,242,2024-07-04,221.49
586,41,2024-02-23,386.92
587,284,2024-05-10,448.2
588,170,2025-02-05,145.4
589,449,2025-02-02,331.13
590,310,2024-09-26,423.92
591,148,2024-10-22,229.65
592,98,2024-02-28,81.82
593,17,2025-01-26,385.98
594,51,2024-05-01,229.72
595,157,2024-04-23,389.71
596,323,2024-12-21,55.a44
597,48,2024-06-15,420.24
598,282,2024-08-08,425.32
599,420,2024-02-17,10.26
600,167,2024-05-26,170.4
601,368,2024-09-12,11.94
602,500,2024-03-04,413.94
603,486,2024-12-19,279.87
604,12,2024-02-06,388.4
605,293,2024-12-31,421.36
606,353,2024-05-30,279.32
607,479,2025-01-27,444.81
608,108,2024-04-11,77.57
609,492,2024-06-30,136.57
610,143,2024-04-23,157.62
611,59,2024-04-28,305.82
612,106,2024-02-09,463.01
613,88,2024-09-23,284.21
614,229,2024-12-09,247.27
615,450,2024-07-01,241.32
616,336,2024-11-13,13.14
617,469,2024-11-16,330.35
618,110,2024-07-22,493.56
619,289,2024-07-06,165.64
620,441,2024-06-15,209.38
621,423,2025-01-30,452.05
622,390,2024-09-03,58.76
623,291,2024-07-02,407.67
624,216,2025-02-03,63.67
625,373,2024-04-05,131.22
626,10,2024-03-19,486.12
627,366,2024-10-10,284.49
628,347,2024-11-01,463.58
629,342,2024-08-10,132.6
630,176,2024-07-28,356.54
631,54,2024-10-14,473.72
632,477,2024-03-24,430.73
633,151,2024-06-20,247.42
634,187,2025-01-13,199.96
635,110,2024-11-18,23.16
636,74,2024-06-08,315.59
637,71,2024-08-24,10.87
638,37,2024-09-11,152.62
639,170,2024-03-26,122.78
640,184,2025-01-08,202.16
641,268,2024-12-31,51.37
642,390,2024-02-08,128.44
643,332,2024-06-07,378.56
644,187,2025-01-20,495.63
645,72,2025-01-14,356.13
646,111,2024-03-15,335.54
647,287,2024-02-29,163.6
648,80,2024-07-11,52.75
649,294,2024-10-27,200.28
650,262,2024-08-30,477.64
651,274,2024-08-07,164.03
652,374,2024-10-03,431.55
653,371,2024-08-12,20.27
654,483,2024-06-28,356.02
655,106,2024-10-06,493.96
656,302,2024-03-20,393.9
657,249,2024-05-10,479.36
658,418,2024-12-01,353.23
659,49,2024-12-29,402.23
660,315,2024-11-04,137.25
661,496,2024-04-02,68.83
662,242,2024-05-29,109.42
663,166,2024-04-04,416.23
664,472,2024-11-09,439.38
665,86,2024-10-03,446.7
666,168,2024-10-13,143.3
667,423,2024-07-24,77.63
668,445,2024-03-11,346.02
669,443,2024-07-19,403.13
670,435,2024-05-21,401.42
671,356,2024-09-02,298.54
672,175,2024-10-29,40.85
673,28,2024-07-18,189.05
674,107,2024-10-11,187.33
675,335,2024-09-19,438.04
676,458,2024-08-16,87.54
677,379,2024-03-15,207.3
678,444,2024-04-16,498.3
679,274,2024-08-19,202.91
680,336,2024-08-20,127.42
681,184,2024-03-24,255.5
682,30,2025-01-11,484.13
683,19,2024-06-06,133.04
684,13,2024-12-12,352.73
685,407,2024-12-13,213.18
686,233,2025-02-03,386.5
687,174,2024-09-07,14.93
688,420,2024-09-24,354.05
689,28,2024-03-08,499.41
690,134,2024-03-29,162.54
691,99,2024-10-03,316.19
692,195,2024-09-13,296.31
693,170,2024-03-25,41.59
694,305,2024-12-25,263.31
695,347,2024-11-15,280.66
696,209,2024-03-12,37.78
697,98,2024-12-21,43.89
698,144,2025-01-19,348.53
699,463,2024-06-28,269.12
700,63,2024-07-12,170.82
701,181,2024-07-06,289.32
702,458,2024-10-05,459.31
703,497,2024-06-26,165.3
704,46,2024-06-12,55.09
705,355,2024-04-21,113.73
706,140,2024-02-14,424.84
707,322,2024-05-25,191.03
708,27,2024-09-09,194.19
709,475,2024-05-31,350.88
710,123,2024-08-05,330.45
711,485,2024-05-01,368.83
712,25,2024-07-30,316.85
713,130,2024-03-09,369.11
714,475,2025-01-10,128.29
715,450,2024-05-26,36.38
716,3,2024-02-15,181.7
717,424,2024-06-23,215.75
718,68,2024-05-07,400.54
719,432,2024-11-30,426.08
720,327,2024-03-21,98.77
721,185,2024-09-22,196.76
722,398,2024-12-07,381.72
723,461,2024-10-14,32.18
724,405,2024-08-24,154.87
725,204,2024-12-02,365.13
726,175,2024-02-29,367.46
727,158,2024-03-07,376.48
728,14,2024-09-24,275.76
729,123,2024-06-22,453.26
730,32,2024-08-11,413.53
731,340,2024-05-15,317.79
732,248,2024-04-14,428.91
733,18,2024-04-08,310.95
734,163,2024-03-20,39.16
735,257,2024-08-01,138.64
736,266,2024-12-05,90.3
737,69,2024-08-19,367.92
738,309,2024-08-18,377.87
739,344,2024-12-01,193.54
740,111,2024-02-28,212.83
741,464,2024-08-01,381.58
742,236,2024-03-16,81.78
743,478,2024-03-30,187.72
744,79,2024-07-28,358.17
745,404,2024-03-12,477.4
746,196,2024-03-31,243.87
747,177,2024-10-29,381.05
748,68,2024-03-13,103.19
749,328,2025-02-02,50.0
750,244,2024-11-02,447.28
751,61,2024-02-07,366.35
752,323,2024-05-22,165.72
753,109,2024-11-02,394.!43
754,395,2025-01-22,360.94
755,83,2024-06-05,182.36
756,438,2024-11-02,471.22
757,309,2024-03-30,394.66
758,265,2024-08-17,366.76
759,121,2024-12-14,186.38
760,5,2024-10-11,293.99
761,418,2025-01-17,265.91
762,248,2024-07-11,421.35
763,237,2024-06-04,421.8
764,213,2024-10-21,367.41
765,206,2024-02-16,364.56
766,1,2024-07-22,185.08
767,204,2024-07-02,119.07
768,333,2025-01-17,31.81
769,199,2024-05-08,255.18
770,394,2024-09-04,333.85
771,294,2024-02-13,133.13
772,434,2024-02-18,199.27
773,459,2024-07-23,223.75
774,55,2024-06-21,229.33
775,423,2024-02-12,217.87
776,194,2024-04-26,175.43
777,36,2024-07-29,236.93
778,87,2024-07-08,115.02
779,293,2024-07-30,135.17
780,429,2025-01-11,199.76
781,371,2025-01-24,23.38
782,407,2024-07-31,242.26
783,154,2024-08-26,72.61
784,300,2024-09-22,132.14
785,165,2024-08-16,172.95
786,199,2024-10-05,195.94
787,64,2024-08-22,177.29
788,262,2024-09-03,167.76
789,454,2024-11-30,86.28
790,440,2025-01-02,224.05
791,108,2024-07-16,384.82
792,157,2024-10-19,421.98
793,325,2024-07-07,36.0
794,260,2024-07-12,419.84
795,296,2024-09-20,455.9
796,146,2025-01-04,294.69
797,258,2025-01-15,153.33
798,329,2024-03-12,217.4
799,118,2024-10-02,458.82
800,156,2025-01-20,316.42
801,362,2024-10-23,310.69
802,388,2024-09-19,369.72
803,345,2024-10-24,411.39
804,234,2024-12-14,423.2
805,105,2024-11-06,282.44
806,447,2024-12-06,278.69
807,303,2024-05-05,223.51
808,334,2024-07-15,153.18
809,156,2024-02-29,351.5
810,370,2024-07-01,41.3
811,231,2024-06-20,473.23
812,409,2024-05-12,103.19
813,438,2024-08-12,156.45
814,172,2024-03-27,134.58
815,455,2024-11-25,365.89
816,169,2024-07-04,431.6
817,349,2024-03-03,209.88
818,394,2024-10-07,319.3
819,310,2024-02-17,462.64
820,331,2024-03-21,179.18
821,37,2024-09-22,211.18
822,379,2024-05-02,354.73
823,246,2025-01-21,107.42
824,38,2024-07-31,440.67
825,310,2024-09-09,27.51
826,145,2024-08-29,48.74
827,463,2025-01-29,465.9
828,72,2024-06-09,448.65
829,64,2024-12-20,301.49
830,191,2024-03-15,301.97
831,249,2024-03-07,390.32
832,447,2024-09-22,215.36
833,355,2024-04-19,241.78
834,364,2024-04-25,26.33
835,47,2024-05-26,296.22
836,239,2024-08-21,444.15
837,222,2024-09-06,36.96
838,377,2025-01-15,343.44
839,226,2024-09-24,131.45
840,279,2024-08-27,297.43
841,291,2024-03-07,141.24
842,284,2024-11-04,397.46
843,269,2024-05-25,18.99
844,113,2024-09-24,464.25
845,296,2024-02-28,371.13
846,383,2024-03-25,45.78
847,301,2024-03-03,393.88
848,465,2024-02-12,240.4
849,161,2024-04-17,257.31
850,305,2024-09-29,250.58
851,360,2025-01-30,400.21
852,276,2024-12-23,235.09
853,196,2025-01-13,351.78
854,10,2024-08-01,294.96
855,342,2024-09-12,398.78
856,174,2024-04-15,247.58
857,212,2024-11-14,,402.44
858,97,2024-11-10,34.68
859,70,2024-07-07,255.1
860,213,2024-07-23,68.1
861,141,2024-02-19,309.01
862,103,2024-06-07,396.12
863,286,2024-11-24,418.32
864,214,2024-03-30,257.79
865,360,2025-02-01,214.55
866,261,2024-05-30,276.02
867,370,2024-08-23,416.29
868,179,2024-04-12,100.38
869,467,2024-05-16,254.72
870,29,2024-02-20,91.04
871,483,2024-07-31,254.78
872,488,2024-02-15,225.62
873,120,2024-04-11,154.22
874,246,2024-05-07,121.43
875,191,2024-07-09,92.4
876,394,2024-06-01,256.44
877,63,2024-10-29,66.78
878,254,2024-10-12,325.61
879,202,2024-07-14,34.68
880,413,2024-09-28,449.78
881,397,2024-10-13,146.43
882,70,2024-03-10,77.13
883,145,2024-11-20,60.39
884,429,2024-04-11,203.12
885,221,2024-07-20,267.08
886,138,2024-10-24,358.61
887,413,2024-11-28,21.58
888,468,2025-01-30,330.31
889,464,2024-11-14,274.83
890,100,2024-05-15,218.61
891,89,2024-08-02,454.77
892,386,2025-02-02,490.88
893,353,2025-01-28,32.09
894,388,2024-11-13,409.66
895,465,2024-03-13,391.78
896,387,2024-07-23,18.56
897,78,2024-09-05,50.18
898,17,2024-03-11,176.43
899,134,2024-03-20,26.91
900,265,2024-02-08,193.59
901,222,2024-11-27,490.25
902,214,2024-05-23,173.49
903,166,2024-08-25,272.52
904,393,2024-10-23,166.02
905,476,2024-05-29,65.4
906,317,2024-03-10,176.02
907,190,2024-09-08,475.1
908,152,2024-03-04,308.91
909,213,2024-02-29,225.64
910,33,2024-06-30,368.53
911,335,2024-04-30,302.71
912,460,2024-10-18,493.44
913,148,2024-07-19,483.8
914,53,2024-04-30,260.91
915,405,2024-10-28,472.47
916,340,2025-01-01,467.08
917,9,2024-12-27,151.65
918,477,2025-02-04,119.07
919,395,2024-09-01,178.46
920,86,2024-08-02,433.47
921,348,2024-12-31,442.22
922,311,2024-09-23,389.83
923,3,2024-04-17,220.68
924,500,2024-11-08,148.5
925,296,2024-10-11,461.68
926,178,2025-01-25,344.77
927,152,2024-07-13,387.19
928,192,2024-09-11,446.64
929,365,2024-04-30,197.75
930,325,2025-01-02,264.28
